Lesion ID | Total Images | Image IDs
HAM_0004038  | 3            | ISIC_0032582, ISIC_0033052, ISIC_0032990
HAM_0000451  | 3            | ISIC_0029123, ISIC_0029372, ISIC_0030782
HAM_0004083  | 3            | ISIC_0032652, ISIC_0033551, ISIC_0033571
HAM_0007259  | 3            | ISIC_0032999, ISIC_0032669, ISIC_0033236
HAM_0007299  | 3            | ISIC_0033764, ISIC_0033934, ISIC_0032565
HAM_0000383  | 3            | ISIC_0029678, ISIC_0024612, ISIC_0031707
HAM_0000388  | 3            | ISIC_0033819, ISIC_0032544, ISIC_0032844
HAM_0000391  | 3            | ISIC_0031857, ISIC_0028621, ISIC_0025683
HAM_0007265  | 3            | ISIC_0033933, ISIC_0033447, ISIC_0033639
HAM_0000394  | 3            | ISIC_0033579, ISIC_0034095, ISIC_0034143
HAM_0004568  | 3            | ISIC_0027529, ISIC_0024463, ISIC_0028795
HAM_0000439  | 3            | ISIC_0033729, ISIC_0034307, ISIC_0034137
HAM_0000397  | 3            | ISIC_0024538, ISIC_0029499, ISIC_0025208
HAM_0000402  | 3            | ISIC_0033837, ISIC_0032612, ISIC_0034039
HAM_0004068  | 3            | ISIC_0032492, ISIC_0027853, ISIC_0028545
HAM_0000407  | 3            | ISIC_0033712, ISIC_0032771, ISIC_0033297
HAM_0007248  | 3            | ISIC_0025102, ISIC_0032850, ISIC_0030712
HAM_0004574  | 3            | ISIC_0033850, ISIC_0032671, ISIC_0032566
HAM_0000553  | 3            | ISIC_0034061, ISIC_0032716, ISIC_0034159
HAM_0000556  | 3            | ISIC_0033484, ISIC_0033540, ISIC_0034279
HAM_0007117  | 3            | ISIC_0033312, ISIC_0033687, ISIC_0034085
HAM_0000747  | 3            | ISIC_0034319, ISIC_0033748, ISIC_0034044
HAM_0000706  | 3            | ISIC_0033668, ISIC_0032690, ISIC_0032918
HAM_0003932  | 3            | ISIC_0029119, ISIC_0026151, ISIC_0032471
HAM_0000709  | 3            | ISIC_0034006, ISIC_0033114, ISIC_0032559
HAM_0003927  | 3            | ISIC_0032567, ISIC_0033088, ISIC_0032756
HAM_0000719  | 3            | ISIC_0027915, ISIC_0026337, ISIC_0026902
HAM_0000744  | 3            | ISIC_0032230, ISIC_0029525, ISIC_0029474
HAM_0003919  | 3            | ISIC_0024781, ISIC_0031011, ISIC_0032344
HAM_0000579  | 3            | ISIC_0032742, ISIC_0032961, ISIC_0034112
HAM_0007005  | 3            | ISIC_0032568, ISIC_0033126, ISIC_0034099
HAM_0000762  | 3            | ISIC_0025667, ISIC_0028982, ISIC_0027137
HAM_0003887  | 3            | ISIC_0033354, ISIC_0032857, ISIC_0032906
HAM_0003884  | 3            | ISIC_0033605, ISIC_0033961, ISIC_0033702
HAM_0006980  | 3            | ISIC_0033992, ISIC_0033715, ISIC_0033920
HAM_0000778  | 3            | ISIC_0028602, ISIC_0031039, ISIC_0026665
HAM_0000704  | 3            | ISIC_0033823, ISIC_0032954, ISIC_0033371
HAM_0007032  | 3            | ISIC_0033034, ISIC_0034294, ISIC_0034202
HAM_0004642  | 3            | ISIC_0025524, ISIC_0025963, ISIC_0025121
HAM_0000688  | 3            | ISIC_0026720, ISIC_0030487, ISIC_0032238
HAM_0003943  | 3            | ISIC_0031078, ISIC_0031464, ISIC_0025973
HAM_0000662  | 3            | ISIC_0033317, ISIC_0034269, ISIC_0033956
HAM_0003947  | 3            | ISIC_0032802, ISIC_0032551, ISIC_0033544
HAM_0003951  | 3            | ISIC_0025555, ISIC_0032242, ISIC_0024317
HAM_0004630  | 3            | ISIC_0025292, ISIC_0028376, ISIC_0026576
HAM_0003958  | 3            | ISIC_0029855, ISIC_0027360, ISIC_0029554
HAM_0000611  | 3            | ISIC_0033804, ISIC_0033801, ISIC_0033216
HAM_0003966  | 3            | ISIC_0032584, ISIC_0033731, ISIC_0032644
HAM_0000603  | 3            | ISIC_0030742, ISIC_0028441, ISIC_0031374
HAM_0000597  | 3            | ISIC_0031621, ISIC_0031822, ISIC_0030654
HAM_0007086  | 3            | ISIC_0033863, ISIC_0034180, ISIC_0033267
HAM_0007097  | 3            | ISIC_0033230, ISIC_0033762, ISIC_0034214
HAM_0007101  | 3            | ISIC_0032842, ISIC_0032618, ISIC_0032513
HAM_0007300  | 3            | ISIC_0029179, ISIC_0025158, ISIC_0025336
HAM_0004555  | 3            | ISIC_0034259, ISIC_0033446, ISIC_0033200
HAM_0003874  | 3            | ISIC_0026786, ISIC_0028578, ISIC_0024809
HAM_0004296  | 3            | ISIC_0034281, ISIC_0034152, ISIC_0033739
HAM_0000097  | 3            | ISIC_0034262, ISIC_0033103, ISIC_0034106
HAM_0007552  | 3            | ISIC_0033825, ISIC_0033857, ISIC_0032731
HAM_0004423  | 3            | ISIC_0027982, ISIC_0030318, ISIC_0026737
HAM_0007541  | 3            | ISIC_0032691, ISIC_0032540, ISIC_0032573
HAM_0004304  | 3            | ISIC_0033324, ISIC_0034316, ISIC_0033710
HAM_0000125  | 3            | ISIC_0028777, ISIC_0027964, ISIC_0032372
HAM_0004284  | 3            | ISIC_0032730, ISIC_0032709, ISIC_0033206
HAM_0004411  | 3            | ISIC_0032524, ISIC_0033376, ISIC_0033796
HAM_0004282  | 3            | ISIC_0033811, ISIC_0033358, ISIC_0033151
HAM_0004272  | 3            | ISIC_0034308, ISIC_0032957, ISIC_0033334
HAM_0004439  | 3            | ISIC_0031672, ISIC_0030986, ISIC_0031431
HAM_0004444  | 3            | ISIC_0032769, ISIC_0033922, ISIC_0033108
HAM_0004240  | 3            | ISIC_0033663, ISIC_0034284, ISIC_0032517
HAM_0004239  | 3            | ISIC_0029450, ISIC_0027887, ISIC_0024928
HAM_0004332  | 3            | ISIC_0032534, ISIC_0033785, ISIC_0033184
HAM_0004338  | 3            | ISIC_0026704, ISIC_0026523, ISIC_0028451
HAM_0004550  | 3            | ISIC_0034105, ISIC_0033138, ISIC_0032728
HAM_0000042  | 3            | ISIC_0034048, ISIC_0033905, ISIC_0033981
HAM_0000006  | 3            | ISIC_0032583, ISIC_0034162, ISIC_0032187
HAM_0000009  | 3            | ISIC_0029201, ISIC_0026439, ISIC_0029779
HAM_0004371  | 3            | ISIC_0030011, ISIC_0030427, ISIC_0027626
HAM_0000014  | 3            | ISIC_0025759, ISIC_0031366, ISIC_0025640
HAM_0000025  | 3            | ISIC_0024349, ISIC_0026126, ISIC_0028271
HAM_0004384  | 3            | ISIC_0032422, ISIC_0030826, ISIC_0029025
HAM_0004392  | 3            | ISIC_0033395, ISIC_0033355, ISIC_0033095
HAM_0007574  | 3            | ISIC_0033624, ISIC_0033238, ISIC_0034089
HAM_0004396  | 3            | ISIC_0029612, ISIC_0028913, ISIC_0029443
HAM_0004397  | 3            | ISIC_0030681, ISIC_0027327, ISIC_0025589
HAM_0007601  | 3            | ISIC_0032437, ISIC_0027447, ISIC_0027536
HAM_0000064  | 3            | ISIC_0032603, ISIC_0033871, ISIC_0032955
HAM_0007588  | 3            | ISIC_0030230, ISIC_0031728, ISIC_0031526
HAM_0007583  | 3            | ISIC_0033081, ISIC_0034205, ISIC_0033612
HAM_0000176  | 3            | ISIC_0032862, ISIC_0033073, ISIC_0033696
HAM_0000179  | 3            | ISIC_0034046, ISIC_0032550, ISIC_0033700
HAM_0000182  | 3            | ISIC_0030116, ISIC_0026270, ISIC_0025096
HAM_0000304  | 3            | ISIC_0033276, ISIC_0034083, ISIC_0033316
HAM_0000275  | 3            | ISIC_0029382, ISIC_0030093, ISIC_0028645
HAM_0007409  | 3            | ISIC_0025076, ISIC_0029687, ISIC_0025642
HAM_0004518  | 3            | ISIC_0025967, ISIC_0031960, ISIC_0024578
HAM_0007396  | 3            | ISIC_0033891, ISIC_0033554, ISIC_0033810
HAM_0004129  | 3            | ISIC_0032624, ISIC_0033977, ISIC_0034002
HAM_0000291  | 3            | ISIC_0028263, ISIC_0028610, ISIC_0031360
HAM_0000313  | 3            | ISIC_0033292, ISIC_0033610, ISIC_0033100
HAM_0000188  | 3            | ISIC_0027020, ISIC_0028390, ISIC_0029199
HAM_0000321  | 3            | ISIC_0032733, ISIC_0033183, ISIC_0032564
HAM_0004118  | 3            | ISIC_0033443, ISIC_0032593, ISIC_0033935
HAM_0007348  | 3            | ISIC_0033128, ISIC_0033115, ISIC_0032625
HAM_0007341  | 3            | ISIC_0032898, ISIC_0033488, ISIC_0033758
HAM_0004099  | 3            | ISIC_0033010, ISIC_0034293, ISIC_0033350
HAM_0004548  | 3            | ISIC_0032520, ISIC_0032832, ISIC_0033917
HAM_0007415  | 3            | ISIC_0033018, ISIC_0032541, ISIC_0032515
HAM_0000268  | 3            | ISIC_0034110, ISIC_0025160, ISIC_0033389
HAM_0004142  | 3            | ISIC_0033260, ISIC_0032643, ISIC_0033732
HAM_0004145  | 3            | ISIC_0032749, ISIC_0034091, ISIC_0033738
HAM_0004149  | 3            | ISIC_0033880, ISIC_0033994, ISIC_0032755
HAM_0000259  | 3            | ISIC_0028550, ISIC_0024477, ISIC_0026493
HAM_0007433  | 3            | ISIC_0033077, ISIC_0033951, ISIC_0033149
HAM_0004503  | 3            | ISIC_0033069, ISIC_0032735, ISIC_0033840
HAM_0007444  | 3            | ISIC_0033989, ISIC_0032977, ISIC_0033664
HAM_0004491  | 3            | ISIC_0025157, ISIC_0028846, ISIC_0026159
HAM_0007451  | 3            | ISIC_0033971, ISIC_0032527, ISIC_0032964
HAM_0000216  | 3            | ISIC_0033936, ISIC_0034121, ISIC_0034232
HAM_0000208  | 3            | ISIC_0032681, ISIC_0033509, ISIC_0032694
HAM_0000204  | 3            | ISIC_0026825, ISIC_0027639, ISIC_0031314
HAM_0007475  | 3            | ISIC_0034292, ISIC_0034207, ISIC_0033408
HAM_0004458  | 3            | ISIC_0033853, ISIC_0033453, ISIC_0034126
HAM_0004226  | 3            | ISIC_0032494, ISIC_0032760, ISIC_0034128
HAM_0006972  | 3            | ISIC_0031832, ISIC_0027051, ISIC_0030340
HAM_0003968  | 3            | ISIC_0033495, ISIC_0033161, ISIC_0032796
HAM_0006799  | 3            | ISIC_0033093, ISIC_0033501, ISIC_0032677
HAM_0006898  | 3            | ISIC_0029041, ISIC_0031040, ISIC_0030242
HAM_0000996  | 3            | ISIC_0027122, ISIC_0031340, ISIC_0024793
HAM_0006886  | 3            | ISIC_0033204, ISIC_0033953, ISIC_0032823
HAM_0006685  | 3            | ISIC_0025542, ISIC_0027109, ISIC_0029095
HAM_0004708  | 3            | ISIC_0033852, ISIC_0033775, ISIC_0033561
HAM_0001157  | 3            | ISIC_0027423, ISIC_0030057, ISIC_0028737
HAM_0006675  | 3            | ISIC_0032846, ISIC_0033816, ISIC_0033672
HAM_0003824  | 3            | ISIC_0033091, ISIC_0034138, ISIC_0032971
HAM_0006666  | 3            | ISIC_0034088, ISIC_0034268, ISIC_0032908
HAM_0006881  | 3            | ISIC_0028580, ISIC_0025798, ISIC_0026922
HAM_0003826  | 3            | ISIC_0027229, ISIC_0027004, ISIC_0026433
HAM_0004716  | 3            | ISIC_0033282, ISIC_0032729, ISIC_0033076
HAM_0004706  | 3            | ISIC_0034234, ISIC_0033308, ISIC_0034274
HAM_0003833  | 3            | ISIC_0026841, ISIC_0025945, ISIC_0031149
HAM_0006654  | 3            | ISIC_0033691, ISIC_0033910, ISIC_0032556
HAM_0004791  | 3            | ISIC_0033135, ISIC_0032538, ISIC_0033591
HAM_0004802  | 3            | ISIC_0026551, ISIC_0024596, ISIC_0030966
HAM_0003803  | 3            | ISIC_0033083, ISIC_0033133, ISIC_0033352
HAM_0003801  | 3            | ISIC_0033914, ISIC_0033978, ISIC_0033718
HAM_0000879  | 3            | ISIC_0033203, ISIC_0033366, ISIC_0032816
HAM_0004776  | 3            | ISIC_0033158, ISIC_0032867, ISIC_0032545
HAM_0006857  | 3            | ISIC_0033475, ISIC_0033210, ISIC_0033219
HAM_0001105  | 3            | ISIC_0033387, ISIC_0025592, ISIC_0032552
HAM_0003770  | 3            | ISIC_0032877, ISIC_0034175, ISIC_0033523
HAM_0000952  | 3            | ISIC_0024546, ISIC_0026009, ISIC_0030689
HAM_0004773  | 3            | ISIC_0032853, ISIC_0034148, ISIC_0034241
HAM_0000970  | 3            | ISIC_0032574, ISIC_0033398, ISIC_0033244
HAM_0003782  | 3            | ISIC_0027102, ISIC_0029744, ISIC_0031410
HAM_0003767  | 3            | ISIC_0024604, ISIC_0027358, ISIC_0030247
HAM_0006727  | 3            | ISIC_0030197, ISIC_0024582, ISIC_0029655
HAM_0000940  | 3            | ISIC_0032692, ISIC_0033608, ISIC_0033969
HAM_0003679  | 3            | ISIC_0032840, ISIC_0034313, ISIC_0033570
HAM_0006832  | 3            | ISIC_0028915, ISIC_0029652, ISIC_0031295
HAM_0001133  | 3            | ISIC_0034179, ISIC_0034206, ISIC_0032980
HAM_0006869  | 3            | ISIC_0032711, ISIC_0033207, ISIC_0032558
HAM_0006700  | 3            | ISIC_0032693, ISIC_0032734, ISIC_0032659
HAM_0001138  | 3            | ISIC_0033020, ISIC_0032768, ISIC_0033205
HAM_0004696  | 3            | ISIC_0024881, ISIC_0026539, ISIC_0029764
HAM_0003828  | 3            | ISIC_0031657, ISIC_0030077, ISIC_0029865
HAM_0004754  | 3            | ISIC_0033198, ISIC_0032790, ISIC_0033245
HAM_0006945  | 3            | ISIC_0026044, ISIC_0028995, ISIC_0026142
HAM_0003744  | 3            | ISIC_0033006, ISIC_0032518, ISIC_0033548
HAM_0006802  | 3            | ISIC_0032610, ISIC_0033279, ISIC_0032887
HAM_0006938  | 3            | ISIC_0033716, ISIC_0034011, ISIC_0033613
HAM_0003634  | 3            | ISIC_0033194, ISIC_0034258, ISIC_0034023
HAM_0000823  | 3            | ISIC_0033271, ISIC_0033575, ISIC_0032894
HAM_0003862  | 3            | ISIC_0033031, ISIC_0032775, ISIC_0033458
HAM_0006628  | 3            | ISIC_0033742, ISIC_0034127, ISIC_0033111
HAM_0003625  | 3            | ISIC_0032875, ISIC_0033802, ISIC_0033429
HAM_0001246  | 3            | ISIC_0032822, ISIC_0033283, ISIC_0033359
HAM_0001040  | 3            | ISIC_0032781, ISIC_0033237, ISIC_0032747
HAM_0006801  | 3            | ISIC_0032688, ISIC_0033252, ISIC_0032570
HAM_0000802  | 3            | ISIC_0033437, ISIC_0033195, ISIC_0032553
HAM_0000799  | 3            | ISIC_0033611, ISIC_0033586, ISIC_0033226
HAM_0004814  | 3            | ISIC_0032702, ISIC_0033667, ISIC_0033107
HAM_0001027  | 3            | ISIC_0031839, ISIC_0026455, ISIC_0028265
HAM_0003743  | 3            | ISIC_0033646, ISIC_0033592, ISIC_0033899
HAM_0001264  | 3            | ISIC_0032838, ISIC_0034230, ISIC_0033057
HAM_0004829  | 3            | ISIC_0034133, ISIC_0034042, ISIC_0032595
HAM_0006925  | 3            | ISIC_0033589, ISIC_0033888, ISIC_0033338
HAM_0004714  | 3            | ISIC_0032651, ISIC_0033699, ISIC_0033915
HAM_0003713  | 3            | ISIC_0032885, ISIC_0033291, ISIC_0034102
HAM_0000855  | 3            | ISIC_0033897, ISIC_0033694, ISIC_0034013
HAM_0001218  | 3            | ISIC_0032864, ISIC_0033763, ISIC_0033650
HAM_0000872  | 3            | ISIC_0029323, ISIC_0031520, ISIC_0031171
HAM_0003735  | 3            | ISIC_0032512, ISIC_0034149, ISIC_0033800
HAM_0001046  | 3            | ISIC_0034146, ISIC_0033964, ISIC_0032951
HAM_0000871  | 3            | ISIC_0025964, ISIC_0030623, ISIC_0026506
HAM_0004811  | 3            | ISIC_0032602, ISIC_0032724, ISIC_0033129
HAM_0000002  | 3            | ISIC_0033848, ISIC_0032622, ISIC_0034246
HAM_0004475  | 2            | ISIC_0029920, ISIC_0031188
HAM_0004872  | 2            | ISIC_0033867, ISIC_0033202
HAM_0005309  | 2            | ISIC_0026282, ISIC_0027744
HAM_0005312  | 2            | ISIC_0034231, ISIC_0034033
HAM_0005315  | 2            | ISIC_0029319, ISIC_0032219
HAM_0004756  | 2            | ISIC_0029248, ISIC_0030442
HAM_0005275  | 2            | ISIC_0031808, ISIC_0028749
HAM_0004534  | 2            | ISIC_0024363, ISIC_0030210
HAM_0005255  | 2            | ISIC_0025811, ISIC_0030158
HAM_0004765  | 2            | ISIC_0031217, ISIC_0025599
HAM_0004762  | 2            | ISIC_0030312, ISIC_0026080
HAM_0005316  | 2            | ISIC_0033907, ISIC_0033139
HAM_0005318  | 2            | ISIC_0029812, ISIC_0026347
HAM_0004511  | 2            | ISIC_0024590, ISIC_0028765
HAM_0004761  | 2            | ISIC_0027548, ISIC_0026826
HAM_0004479  | 2            | ISIC_0025027, ISIC_0032090
HAM_0004531  | 2            | ISIC_0025799, ISIC_0029627
HAM_0004485  | 2            | ISIC_0029814, ISIC_0031481
HAM_0004524  | 2            | ISIC_0027406, ISIC_0030273
HAM_0005413  | 2            | ISIC_0029362, ISIC_0028132
HAM_0004877  | 2            | ISIC_0027159, ISIC_0028188
HAM_0004507  | 2            | ISIC_0029958, ISIC_0024554
HAM_0004767  | 2            | ISIC_0025531, ISIC_0028285
HAM_0004494  | 2            | ISIC_0030458, ISIC_0031459
HAM_0005276  | 2            | ISIC_0027008, ISIC_0028790
HAM_0004763  | 2            | ISIC_0029985, ISIC_0024891
HAM_0004881  | 2            | ISIC_0033806, ISIC_0032913
HAM_0005298  | 2            | ISIC_0029662, ISIC_0030582
HAM_0004768  | 2            | ISIC_0027559, ISIC_0024408
HAM_0005282  | 2            | ISIC_0025178, ISIC_0028730
HAM_0005273  | 2            | ISIC_0025065, ISIC_0027319
HAM_0004667  | 2            | ISIC_0032008, ISIC_0031317
HAM_0004461  | 2            | ISIC_0031817, ISIC_0032421
HAM_0004848  | 2            | ISIC_0032727, ISIC_0033979
HAM_0004806  | 2            | ISIC_0032327, ISIC_0031031
HAM_0004418  | 2            | ISIC_0031293, ISIC_0026376
HAM_0005379  | 2            | ISIC_0032092, ISIC_0024787
HAM_0005381  | 2            | ISIC_0025153, ISIC_0031598
HAM_0004412  | 2            | ISIC_0029531, ISIC_0030961
HAM_0004809  | 2            | ISIC_0029840, ISIC_0031108
HAM_0004852  | 2            | ISIC_0028774, ISIC_0030565
HAM_0004850  | 2            | ISIC_0026438, ISIC_0028126
HAM_0005382  | 2            | ISIC_0026230, ISIC_0026395
HAM_0004410  | 2            | ISIC_0032428, ISIC_0032342
HAM_0004844  | 2            | ISIC_0033394, ISIC_0034233
HAM_0005319  | 2            | ISIC_0025469, ISIC_0025133
HAM_0004406  | 2            | ISIC_0034125, ISIC_0033060
HAM_0004405  | 2            | ISIC_0032532, ISIC_0033500
HAM_0004813  | 2            | ISIC_0027063, ISIC_0032331
HAM_0004387  | 2            | ISIC_0033132, ISIC_0033821
HAM_0005395  | 2            | ISIC_0028557, ISIC_0027471
HAM_0004839  | 2            | ISIC_0028450, ISIC_0024599
HAM_0004836  | 2            | ISIC_0026674, ISIC_0025533
HAM_0004833  | 2            | ISIC_0030069, ISIC_0026133
HAM_0005404  | 2            | ISIC_0028094, ISIC_0029455
HAM_0005409  | 2            | ISIC_0032531, ISIC_0032970
HAM_0004422  | 2            | ISIC_0027239, ISIC_0030700
HAM_0005365  | 2            | ISIC_0025253, ISIC_0027961
HAM_0004788  | 2            | ISIC_0032835, ISIC_0033480
HAM_0004424  | 2            | ISIC_0033688, ISIC_0033557
HAM_0005328  | 2            | ISIC_0028969, ISIC_0032441
HAM_0005331  | 2            | ISIC_0033803, ISIC_0032860
HAM_0004859  | 2            | ISIC_0033812, ISIC_0033653
HAM_0005336  | 2            | ISIC_0033154, ISIC_0033192
HAM_0005339  | 2            | ISIC_0025428, ISIC_0031618
HAM_0004857  | 2            | ISIC_0029038, ISIC_0031222
HAM_0005342  | 2            | ISIC_0028401, ISIC_0030371
HAM_0004455  | 2            | ISIC_0027385, ISIC_0030882
HAM_0004777  | 2            | ISIC_0026749, ISIC_0029895
HAM_0005347  | 2            | ISIC_0025653, ISIC_0027265
HAM_0004453  | 2            | ISIC_0031825, ISIC_0030677
HAM_0004779  | 2            | ISIC_0024962, ISIC_0024823
HAM_0005353  | 2            | ISIC_0033842, ISIC_0032923
HAM_0004536  | 2            | ISIC_0025644, ISIC_0030314
HAM_0005362  | 2            | ISIC_0029824, ISIC_0025622
HAM_0004780  | 2            | ISIC_0029315, ISIC_0030245
HAM_0004442  | 2            | ISIC_0033582, ISIC_0033576
HAM_0004783  | 2            | ISIC_0028793, ISIC_0025671
HAM_0004432  | 2            | ISIC_0030466, ISIC_0024529
HAM_0004784  | 2            | ISIC_0029512, ISIC_0027872
HAM_0004428  | 2            | ISIC_0025317, ISIC_0026420
HAM_0005360  | 2            | ISIC_0027264, ISIC_0028413
HAM_0004910  | 2            | ISIC_0026115, ISIC_0026281
HAM_0005254  | 2            | ISIC_0031036, ISIC_0026820
HAM_0005127  | 2            | ISIC_0026384, ISIC_0028436
HAM_0004960  | 2            | ISIC_0029967, ISIC_0027876
HAM_0004691  | 2            | ISIC_0025805, ISIC_0029166
HAM_0004699  | 2            | ISIC_0027497, ISIC_0028255
HAM_0004627  | 2            | ISIC_0029974, ISIC_0031597
HAM_0004947  | 2            | ISIC_0029003, ISIC_0024711
HAM_0005075  | 2            | ISIC_0030607, ISIC_0029060
HAM_0005078  | 2            | ISIC_0032081, ISIC_0030784
HAM_0005084  | 2            | ISIC_0027261, ISIC_0028505
HAM_0005085  | 2            | ISIC_0029257, ISIC_0030225
HAM_0005086  | 2            | ISIC_0030772, ISIC_0032311
HAM_0005090  | 2            | ISIC_0031564, ISIC_0029162
HAM_0005091  | 2            | ISIC_0027345, ISIC_0031148
HAM_0005106  | 2            | ISIC_0034131, ISIC_0032901
HAM_0005107  | 2            | ISIC_0026502, ISIC_0032082
HAM_0004830  | 2            | ISIC_0027248, ISIC_0027567
HAM_0004709  | 2            | ISIC_0028288, ISIC_0026558
HAM_0004620  | 2            | ISIC_0033122, ISIC_0033713
HAM_0004940  | 2            | ISIC_0028084, ISIC_0026970
HAM_0005115  | 2            | ISIC_0033766, ISIC_0033008
HAM_0004609  | 2            | ISIC_0024710, ISIC_0030785
HAM_0004607  | 2            | ISIC_0026150, ISIC_0031642
HAM_0004711  | 2            | ISIC_0028197, ISIC_0029831
HAM_0004604  | 2            | ISIC_0027133, ISIC_0028756
HAM_0004936  | 2            | ISIC_0025573, ISIC_0029705
HAM_0005121  | 2            | ISIC_0029591, ISIC_0030423
HAM_0004632  | 2            | ISIC_0032159, ISIC_0024382
HAM_0005064  | 2            | ISIC_0028198, ISIC_0027144
HAM_0004641  | 2            | ISIC_0025099, ISIC_0031485
HAM_0005026  | 2            | ISIC_0028978, ISIC_0028728
HAM_0004997  | 2            | ISIC_0027305, ISIC_0027718
HAM_0004991  | 2            | ISIC_0032279, ISIC_0028809
HAM_0004984  | 2            | ISIC_0033630, ISIC_0032879
HAM_0004998  | 2            | ISIC_0033651, ISIC_0033304
HAM_0005008  | 2            | ISIC_0026580, ISIC_0030919
HAM_0004980  | 2            | ISIC_0027693, ISIC_0029017
HAM_0004662  | 2            | ISIC_0027531, ISIC_0024331
HAM_0004673  | 2            | ISIC_0029418, ISIC_0027455
HAM_0004656  | 2            | ISIC_0029771, ISIC_0027475
HAM_0005018  | 2            | ISIC_0028008, ISIC_0026440
HAM_0005021  | 2            | ISIC_0034173, ISIC_0033454
HAM_0005027  | 2            | ISIC_0032329, ISIC_0026138
HAM_0005060  | 2            | ISIC_0027852, ISIC_0031975
HAM_0005034  | 2            | ISIC_0028751, ISIC_0027024
HAM_0004646  | 2            | ISIC_0029140, ISIC_0030557
HAM_0004676  | 2            | ISIC_0026247, ISIC_0028467
HAM_0004976  | 2            | ISIC_0028499, ISIC_0031421
HAM_0004970  | 2            | ISIC_0026593, ISIC_0027774
HAM_0005052  | 2            | ISIC_0033724, ISIC_0033786
HAM_0005056  | 2            | ISIC_0031094, ISIC_0032345
HAM_0004643  | 2            | ISIC_0029651, ISIC_0032044
HAM_0004685  | 2            | ISIC_0030767, ISIC_0032061
HAM_0004687  | 2            | ISIC_0033754, ISIC_0032938
HAM_0005058  | 2            | ISIC_0026324, ISIC_0025700
HAM_0005126  | 2            | ISIC_0029070, ISIC_0028822
HAM_0004603  | 2            | ISIC_0030335, ISIC_0025793
HAM_0004883  | 2            | ISIC_0031851, ISIC_0030436
HAM_0005131  | 2            | ISIC_0034235, ISIC_0034007
HAM_0005199  | 2            | ISIC_0030876, ISIC_0024982
HAM_0004923  | 2            | ISIC_0030973, ISIC_0030444
HAM_0004746  | 2            | ISIC_0028764, ISIC_0029021
HAM_0004917  | 2            | ISIC_0026301, ISIC_0030227
HAM_0005209  | 2            | ISIC_0033532, ISIC_0032713
HAM_0004564  | 2            | ISIC_0026761, ISIC_0032322
HAM_0004747  | 2            | ISIC_0031705, ISIC_0031435
HAM_0004914  | 2            | ISIC_0034062, ISIC_0034170
HAM_0004912  | 2            | ISIC_0025753, ISIC_0031600
HAM_0005213  | 2            | ISIC_0033356, ISIC_0033998
HAM_0005227  | 2            | ISIC_0027768, ISIC_0027410
HAM_0004663  | 2            | ISIC_0031560, ISIC_0025809
HAM_0004556  | 2            | ISIC_0028449, ISIC_0028123
HAM_0004908  | 2            | ISIC_0031138, ISIC_0028710
HAM_0005230  | 2            | ISIC_0027127, ISIC_0028849
HAM_0005231  | 2            | ISIC_0025247, ISIC_0029043
HAM_0004898  | 2            | ISIC_0024932, ISIC_0029480
HAM_0004897  | 2            | ISIC_0024352, ISIC_0026293
HAM_0005237  | 2            | ISIC_0031733, ISIC_0027240
HAM_0004895  | 2            | ISIC_0027519, ISIC_0024753
HAM_0004886  | 2            | ISIC_0029214, ISIC_0027112
HAM_0004546  | 2            | ISIC_0027812, ISIC_0026561
HAM_0004884  | 2            | ISIC_0032128, ISIC_0025937
HAM_0004545  | 2            | ISIC_0025985, ISIC_0026849
HAM_0004542  | 2            | ISIC_0024402, ISIC_0027256
HAM_0004742  | 2            | ISIC_0031791, ISIC_0028338
HAM_0004724  | 2            | ISIC_0029725, ISIC_0024924
HAM_0005198  | 2            | ISIC_0032920, ISIC_0033673
HAM_0005155  | 2            | ISIC_0032076, ISIC_0025321
HAM_0004600  | 2            | ISIC_0028865, ISIC_0028464
HAM_0005132  | 2            | ISIC_0025837, ISIC_0025209
HAM_0004599  | 2            | ISIC_0034124, ISIC_0033861
HAM_0004596  | 2            | ISIC_0031087, ISIC_0027187
HAM_0005141  | 2            | ISIC_0034034, ISIC_0033217
HAM_0005146  | 2            | ISIC_0030346, ISIC_0026526
HAM_0004593  | 2            | ISIC_0024900, ISIC_0032072
HAM_0004592  | 2            | ISIC_0030730, ISIC_0029141
HAM_0004935  | 2            | ISIC_0030629, ISIC_0031178
HAM_0005154  | 2            | ISIC_0030977, ISIC_0024762
HAM_0004928  | 2            | ISIC_0031424, ISIC_0029770
HAM_0005159  | 2            | ISIC_0029826, ISIC_0025352
HAM_0004722  | 2            | ISIC_0029932, ISIC_0024575
HAM_0005160  | 2            | ISIC_0025865, ISIC_0024935
HAM_0005173  | 2            | ISIC_0030937, ISIC_0025400
HAM_0004717  | 2            | ISIC_0025227, ISIC_0030268
HAM_0005175  | 2            | ISIC_0029479, ISIC_0032278
HAM_0005188  | 2            | ISIC_0024824, ISIC_0030666
HAM_0004578  | 2            | ISIC_0034239, ISIC_0034287
HAM_0004720  | 2            | ISIC_0027277, ISIC_0028642
HAM_0004575  | 2            | ISIC_0029389, ISIC_0024789
HAM_0005193  | 2            | ISIC_0026742, ISIC_0028665
HAM_0004571  | 2            | ISIC_0033578, ISIC_0034100
HAM_0004569  | 2            | ISIC_0031495, ISIC_0026104
HAM_0000000  | 2            | ISIC_0028498, ISIC_0025346
